# Data set from Waszek and Deuss 2011, Journal of Geophysical Research. 
# Provide geographical coordinates of in and out point (at the ICB) and bottom turning point, and travel time residual associated with each raypath. 
# "PKIKP-PKiKP travel time residual", 
# "turn lat",
# "turn lon", 
# "turn depth", 
# "in lat", 
# "in lon", 
# "out lat", 
# "out lon" 
-0.615 19.21 -115.93 82.9 34.8 -131.74 2.51 -102.99
-0.56 22.63 -113.9 57.7 35.5 -127.36 8.83 -102.84
-0.0891 43.49 -24.67 35.3 34.31 -37.57 50.75 -7.73
-0.2445 42.67 -23.93 34.6 33.77 -36.77 49.71 -7.33
-0.3 43.87 -25.16 34.9 34.65 -37.93 51.19 -8.3
0.1212 43.05 -24.57 33.2 34.22 -37.1 50.09 -8.33
-0.4 59.31 -63.62 45.7 43.97 -66.74 74.46 -55.21
0.0728 43.26 -24.19 36.7 33.98 -37.37 50.54 -6.88
0.3429 36.1 167.85 31.5 29.44 154.78 41.11 -177
0.11 52.9 148.52 29.8 42.65 137.86 61.63 165.18
-0.0289 52.69 154.63 56.4 39.29 138.91 62.41 -178.46
0.0092 59.1 113 22.2 48.33 113.03 69.88 112.95
0.6983 -19.32 104.76 84 -24.12 126.9 -12.04 84.18
0.04 -54.48 100.51 33.1 -53.59 122.94 -51.29 79.27
0.0709 36.83 144.23 49.9 23.31 154.55 49.09 129.68
0.0821 37.44 144.78 53.1 23.37 155.27 50.17 129.66
0.2479 1.84 114.13 62 -5.61 130.62 9.14 97.51
0.2771 -68.29 96.76 41.8 -64.51 133.11 -63.37 62.08
-0.4049 52.5 -32.87 65.7 38.36 -50.36 62 -2.74
-0.2091 48.05 -29.68 46.9 37.19 -45.14 55.87 -7.44
-0.8249 49.45 -29.6 59.4 36.94 -46.89 57.88 -3.06
-0.19 57.26 -104.05 34.4 45.15 -94.82 68.05 -121.68
-0.1689 50.67 -31.1 59.8 37.73 -48.19 59.48 -3.85
-0.421 52.23 -33.96 55.7 39.19 -49.96 61.56 -7.31
-0.3149 51.37 -31.25 65.8 37.63 -49.08 60.47 -1.76
-0.415 50.94 -32.05 55.7 38.31 -48.43 59.8 -5.95
-0.4519 48.77 -29.53 53.8 37.01 -46.05 56.93 -4.93
-0.387 48.81 -29.04 57.8 36.66 -46.19 57.03 -3.29
-0.351 62.42 -85.46 55.6 45.47 -81.73 78.99 -99.29
-0.3701 58.66 -44.62 70.4 41.67 -59.13 71.38 -8.74
-0.285 -40.69 -145.62 62.8 -35.51 -123.36 -41.13 -169.78
-0.468 49.7 -29.37 63.3 36.74 -47.23 58.23 -1.54
-0.2941 36.03 -116.69 60.2 45.93 -136.41 23.68 -101.84
0.1352 36.74 178.3 49.8 28.02 162.14 42.79 -162.15
0.1389 33.69 177.58 29 27.4 165.28 38.58 -168.41
0.3999 49.52 176.61 16.6 44.04 165.63 53.72 -170.01
1.1199 45.83 -178.71 22.5 40.26 168.53 49.7 -163.59
0.13806 49.3 176.79 16.5 43.87 165.84 53.46 -169.91
-0.24 81.44 -53.83 50.4 66.44 -79.76 79.06 59.04
-0.26 81.43 -57.17 46.7 66.85 -80.39 80.1 58.48
-0.2199 81.43 -57.3 46.4 66.87 -80.41 80.15 58.38
-0.23 81.41 -57.4 46.2 66.89 -80.39 80.21 58.18
0.5499 30.23 134.03 76.6 17.37 151.03 40.31 112.57
0.20999 -33.44 98.5 18.1 -32.48 109.99 -33.34 86.9
0.6171 -30.21 24.17 61.4 -12.38 21.7 -47.98 27.77
0.263 36.21 127.43 33.5 26.08 137.38 45.27 114.69
0.111 34.43 121.44 61 21.61 135.7 45.03 102.52
0.2201 42.08 129.7 78.9 25.3 143.88 55.94 106.42
-0.421 49.54 5.28 60.5 66.71 -4.31 32.01 9.73
-0.01587 -44.76 -118.11 15.7 -44.45 -130.82 -43.68 -105.57
0.05 51.04 159.06 77.9 30.93 162.94 70.81 148.88
0.61 -11.35 101.11 17.8 -13.82 110.61 -8.59 91.77
0.63701 -10.61 101.42 17.2 -13.1 110.73 -7.86 92.27
0.3719 21.58 114.89 25.5 14.91 124.81 27.62 104.07
0.16 41.65 129.3 81.8 24.59 143.66 55.72 105.69
-0.04 39.23 125.66 82 22.95 140.95 52.41 102.19
0.1601 22.8 140.2 26.5 13.22 147.36 32 131.98
0.054 -29.33 97.44 63.5 -35.56 117.91 -20.4 79.77
0.1502 -30.39 97.89 52 -35.96 116.52 -22.5 81.64
